Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|802.11mc|Security
2022/04/29-19:55:34|iTaiwan|00:be:75:09:dc:40|-55dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~5.4m|false|[ESS]
2022/04/29-19:55:34|wifiphone|00:be:75:09:dc:43|-58dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~7.7m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/29-19:55:34|Meeting-Room2|00:be:75:09:dc:44|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/29-19:55:34|BP|00:be:75:09:dc:47|-58dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~7.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|IOT|00:be:75:09:dc:47|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[ESS]
2022/04/29-19:55:34|BP|00:be:75:09:dc:48|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|IOT|00:be:75:09:dc:48|-58dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~7.7m|false|[ESS]
2022/04/29-19:55:34|iPortal|00:be:75:09:dc:49|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|Crop|00:be:75:09:dc:4a|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|NTUH-APP|00:be:75:09:dc:4a|-58dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~7.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|ntu|00:be:75:09:dc:4b|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[ESS]
2022/04/29-19:55:34|wifiphone|00:be:75:09:dc:4c|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/29-19:55:34|WARD-N|00:be:75:09:dc:4d|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|NTUHW|00:be:75:09:dc:4e|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|iTaiwan|00:be:75:09:dc:4f|-57dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~2.9m|false|[ESS]
2022/04/29-19:55:34|BP|00:be:75:d0:ce:67|-86dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~197.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|iPortal|00:be:75:d0:ce:69|-89dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~118.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|Crop|00:be:75:d0:ce:6a|-86dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~83.8m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|ntu|00:be:75:d0:ce:6b|-87dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~94.0m|false|[ESS]
2022/04/29-19:55:34|wifiphone|00:be:75:d0:ce:6c|-87dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~94.0m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/29-19:55:34|WARD-N|00:be:75:d0:ce:6d|-86dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~83.8m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|NTUHW|00:be:75:d0:ce:6e|-85dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~74.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|iTaiwan|00:be:75:d0:ce:6f|-88dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~105.5m|false|[ESS]
2022/04/29-19:55:34|iTaiwan|00:be:75:d0:e4:80|-69dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~27.6m|false|[ESS]
2022/04/29-19:55:34|WARD-N|00:be:75:d0:e4:82|-82dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~123.2m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:55:34|wifiphone|00:be:75:d0:e4:83|-70dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~30.9m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
