Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|802.11mc|Security
2022/04/25-19:57:50|wifiphone|00:be:75:80:b0:cc|-89dBm|149|5745MHz|149|5745MHz|20MHz (5735 - 5755)|~117.0m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/25-19:57:50|WARD-N|00:be:75:80:b0:cd|-88dBm|149|5745MHz|149|5745MHz|20MHz (5735 - 5755)|~104.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|NTUHW|00:be:75:80:b0:ce|-89dBm|149|5745MHz|149|5745MHz|20MHz (5735 - 5755)|~117.0m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|iTaiwan|00:be:75:80:b0:cf|-89dBm|149|5745MHz|149|5745MHz|20MHz (5735 - 5755)|~117.0m|false|[ESS]
2022/04/25-19:57:50|ntu|00:be:75:80:b5:84|-78dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~77.0m|false|[ESS]
2022/04/25-19:57:50|Crop|00:be:75:80:b5:85|-78dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~77.0m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|BP|00:be:75:80:b5:87|-78dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~77.0m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|IOT|00:be:75:80:b5:88|-78dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~77.0m|false|[ESS]
2022/04/25-19:57:50|wifiphone|00:be:75:80:b7:03|-72dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~39.0m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/25-19:57:50|Meeting-Room2|00:be:75:80:b7:04|-67dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~9.7m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/25-19:57:50|BP|00:be:75:80:b7:07|-72dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~39.0m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|IOT|00:be:75:80:b7:07|-67dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~9.7m|false|[ESS]
2022/04/25-19:57:50|BP|00:be:75:80:b7:08|-67dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~9.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|IOT|00:be:75:80:b7:08|-71dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~34.7m|false|[ESS]
2022/04/25-19:57:50|iPortal|00:be:75:80:b7:09|-67dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~9.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|Crop|00:be:75:80:b7:0a|-67dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~9.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|NTUH-APP|00:be:75:80:b7:0a|-71dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~34.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|ntu|00:be:75:80:b7:0b|-67dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~9.7m|false|[ESS]
2022/04/25-19:57:50|wifiphone|00:be:75:80:b7:0c|-69dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~12.2m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/25-19:57:50|WARD-N|00:be:75:80:b7:0d|-69dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~12.2m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|NTUHW|00:be:75:80:b7:0e|-68dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~10.9m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:57:50|iTaiwan|00:be:75:80:b7:0f|-68dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~10.9m|false|[ESS]
