Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|802.11mc|Security
2022/04/25-18:53:53|NTUHW|00:be:75:80:b0:ce|-87dBm|149|5745MHz|149|5745MHz|20MHz (5735 - 5755)|~92.9m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|iTaiwan|00:be:75:80:b0:cf|-87dBm|149|5745MHz|149|5745MHz|20MHz (5735 - 5755)|~92.9m|false|[ESS]
2022/04/25-18:53:53|iTaiwan|00:be:75:80:b3:80|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|false|[ESS]
2022/04/25-18:53:53|NTUHW|00:be:75:80:b3:81|-79dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~88.1m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|WARD-N|00:be:75:80:b3:82|-83dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~139.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|wifiphone|00:be:75:80:b3:83|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/25-18:53:53|Meeting-Room2|00:be:75:80:b3:84|-79dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~38.4m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/25-18:53:53|ntu|00:be:75:80:b3:84|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|false|[ESS]
2022/04/25-18:53:53|BP|00:be:75:80:b3:87|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|IOT|00:be:75:80:b3:87|-78dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~34.2m|false|[ESS]
2022/04/25-18:53:53|BP|00:be:75:80:b3:88|-78dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~34.2m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|IOT|00:be:75:80:b3:88|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|false|[ESS]
2022/04/25-18:53:53|iPortal|00:be:75:80:b3:89|-76dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~27.2m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|Crop|00:be:75:80:b3:8a|-76dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~27.2m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|NTUH-APP|00:be:75:80:b3:8a|-79dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~88.1m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|ntu|00:be:75:80:b3:8b|-76dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~27.2m|false|[ESS]
2022/04/25-18:53:53|wifiphone|00:be:75:80:b3:8c|-76dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~27.2m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/25-18:53:53|WARD-N|00:be:75:80:b3:8d|-76dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~27.2m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|NTUHW|00:be:75:80:b3:8e|-76dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~27.2m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|iTaiwan|00:be:75:80:b3:8f|-76dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~27.2m|false|[ESS]
2022/04/25-18:53:53|WARD-N|00:be:75:80:b5:82|-73dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~43.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-18:53:53|wifiphone|00:be:75:80:b5:83|-73dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~43.3m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
