Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|802.11mc|Security
2022/04/29-19:51:11|WHE_AP_5G_07CDCD|00:0e:a0:07:cd:cc|-82dBm|161|5805MHz|159|5795MHz|40MHz (5775 - 5815)|~51.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|Meeting-Room2|00:be:75:09:dc:44|-85dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~73.8m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/29-19:51:11|Crop|00:be:75:09:dc:45|-81dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~108.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|iPortal|00:be:75:09:dc:46|-81dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~108.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|BP|00:be:75:09:dc:47|-81dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~108.7m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|BP|00:be:75:09:dc:48|-85dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~73.8m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|IOT|00:be:75:09:dc:48|-81dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~108.7m|false|[ESS]
2022/04/29-19:51:11|Crop|00:be:75:09:dc:4a|-82dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~52.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|ntu|00:be:75:09:dc:4b|-82dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~52.3m|false|[ESS]
2022/04/29-19:51:11|wifiphone|00:be:75:09:dc:4c|-82dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~52.3m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/29-19:51:11|WARD-N|00:be:75:09:dc:4d|-82dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~52.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|NTUHW|00:be:75:09:dc:4e|-82dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~52.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|iTaiwan|00:be:75:09:dc:4f|-84dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~65.8m|false|[ESS]
2022/04/29-19:51:11|Meeting-Room2|00:be:75:76:98:04|-85dBm|157|5785MHz|157|5785MHz|20MHz (5775 - 5795)|~73.3m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/29-19:51:11|IOT|00:be:75:76:98:07|-85dBm|157|5785MHz|157|5785MHz|20MHz (5775 - 5795)|~73.3m|false|[ESS]
2022/04/29-19:51:11|BP|00:be:75:76:98:08|-85dBm|157|5785MHz|157|5785MHz|20MHz (5775 - 5795)|~73.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|IOT|00:be:75:76:98:08|-87dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~219.1m|false|[ESS]
2022/04/29-19:51:11|iPortal|00:be:75:76:98:09|-85dBm|157|5785MHz|157|5785MHz|20MHz (5775 - 5795)|~73.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|wifiphone|00:be:75:76:98:0c|-88dBm|157|5785MHz|157|5785MHz|20MHz (5775 - 5795)|~103.6m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/29-19:51:11|WARD-N|00:be:75:76:98:0d|-88dBm|157|5785MHz|157|5785MHz|20MHz (5775 - 5795)|~103.6m|false|[WPA2-PSK-CCMP][ESS]
2022/04/29-19:51:11|iTaiwan|00:be:75:76:98:0f|-88dBm|157|5785MHz|157|5785MHz|20MHz (5775 - 5795)|~103.6m|false|[ESS]
2022/04/29-19:51:11|iTaiwan|00:be:75:80:b0:cf|-79dBm|149|5745MHz|149|5745MHz|20MHz (5735 - 5755)|~37.0m|false|[ESS]
