Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|802.11mc|Security
2022/04/25-19:16:42|ntu_peap|00:24:6c:27:b2:48|-92dBm|161|5805MHz|159|5795MHz|40MHz (5775 - 5815)|~163.6m|false|[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS]
2022/04/25-19:16:42|NTU|00:24:6c:27:b2:49|-93dBm|161|5805MHz|159|5795MHz|40MHz (5775 - 5815)|~183.5m|false|[ESS]
2022/04/25-19:16:42|eduroam|00:24:6c:27:b2:4a|-92dBm|161|5805MHz|159|5795MHz|40MHz (5775 - 5815)|~163.6m|false|[WPA2-EAP-CCMP][ESS]
2022/04/25-19:16:42|Meeting-Room2|00:be:75:09:da:24|-71dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~15.0m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/25-19:16:42|BP|00:be:75:09:da:27|-75dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~55.0m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:16:42|IOT|00:be:75:09:da:27|-71dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~15.0m|false|[ESS]
2022/04/25-19:16:42|BP|00:be:75:09:da:28|-70dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~13.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:16:42|IOT|00:be:75:09:da:28|-76dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~61.8m|false|[ESS]
2022/04/25-19:16:42|iPortal|00:be:75:09:da:29|-70dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~13.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:16:42|Crop|00:be:75:09:da:2a|-71dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~15.0m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:16:42|NTUH-APP|00:be:75:09:da:2a|-76dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~61.8m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:16:42|ntu|00:be:75:09:da:2b|-70dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~13.3m|false|[ESS]
2022/04/25-19:16:42|wifiphone|00:be:75:09:da:2c|-70dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~13.3m|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/04/25-19:16:42|WARD-N|00:be:75:09:da:2d|-70dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~13.3m|false|[WPA2-PSK-CCMP][ESS]
2022/04/25-19:16:42|NTUHW|00:be:75:09:da:2e|-76dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~26.6m|false|[WPA2-PSK-CCMP][ESS]
