Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-20:10:56|Meeting-Room2|00:be:75:09:d7:a4|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|178285893110|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|IOT|00:be:75:09:d7:a7|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|178285892942|false|[ESS]
2022/09/04-20:10:56|BP|00:be:75:09:d7:a8|-87dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~95.7m|178285893122|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|iPortal|00:be:75:09:d7:a9|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|178285892937|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|Crop|00:be:75:09:d7:aa|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|178285893115|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|ntu|00:be:75:09:d7:ab|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|178285893143|false|[ESS]
2022/09/04-20:10:56|wifiphone|00:be:75:09:d7:ac|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|178285893138|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|WARD-N|00:be:75:09:d7:ad|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|178285893132|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|NTUHW|00:be:75:09:d7:ae|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|178285892948|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|iTaiwan|00:be:75:09:d7:af|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|178285893127|false|[ESS]
2022/09/04-20:10:56|*hidden*|00:be:75:d0:e2:e0|-83dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~59.5m|178285892738|false|[ESS]
2022/09/04-20:10:56|Meeting-Room2|00:be:75:d0:e2:e1|-82dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~53.0m|178285893179|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|TEST_NTUHW|00:be:75:d0:e2:e4|-83dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~59.5m|178285893174|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|IOT|00:be:75:d0:e2:e5|-83dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~59.5m|178285893167|false|[ESS]
2022/09/04-20:10:56|BP|00:be:75:d0:e2:e6|-82dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~53.0m|178285893161|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|harris|00:be:75:d0:e2:e7|-83dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~59.5m|178285893155|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|ntu|00:be:75:d0:e2:e8|-83dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~59.5m|178285893149|false|[ESS]
2022/09/04-20:10:56|iPortal|00:be:75:d0:e2:e9|-82dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~53.0m|178285893085|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|Crop|00:be:75:d0:e2:ea|-83dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~59.5m|178285892732|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|NTUHM|00:be:75:d0:e2:eb|-83dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~59.5m|178285892726|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|wifiphone|00:be:75:d0:e2:ec|-82dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~53.0m|178285892720|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|WARD-N|00:be:75:d0:e2:ed|-82dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~53.0m|178285892713|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|NTUHW|00:be:75:d0:e2:ee|-83dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~59.5m|178285892708|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|iTaiwan|00:be:75:d0:e2:ef|-83dBm|132|5660MHz|134|5670MHz|40MHz (5650 - 5690)|~59.5m|178285892700|false|[ESS]
2022/09/04-20:10:56|wifiphone|00:be:75:d8:7c:a3|-84dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~156.7m|178200293890|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|Meeting-Room2|00:be:75:d8:7c:a4|-71dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~15.3m|178200293807|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|ntu|00:be:75:d8:7c:a4|-83dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~139.7m|178200293893|false|[ESS]
2022/09/04-20:10:56|Crop|00:be:75:d8:7c:a5|-84dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~156.7m|178200293901|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|iPortal|00:be:75:d8:7c:a6|-83dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~139.7m|178200293905|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|BP|00:be:75:d8:7c:a7|-84dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~156.7m|178200293909|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|IOT|00:be:75:d8:7c:a7|-71dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~15.3m|178200293802|false|[ESS]
2022/09/04-20:10:56|BP|00:be:75:d8:7c:a8|-72dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~17.2m|178200293797|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|iPortal|00:be:75:d8:7c:a9|-72dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~17.2m|178200293792|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|Crop|00:be:75:d8:7c:aa|-71dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~15.3m|178200293788|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|NTUH-APP|00:be:75:d8:7c:aa|-84dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~156.7m|178200293920|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|ntu|00:be:75:d8:7c:ab|-72dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~17.2m|178200293783|false|[ESS]
2022/09/04-20:10:56|wifiphone|00:be:75:d8:7c:ac|-71dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~15.3m|178200293778|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|WARD-N|00:be:75:d8:7c:ad|-72dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~17.2m|178200293773|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|NTUHW|00:be:75:d8:7c:ae|-72dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~17.2m|178200293487|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|iTaiwan|00:be:75:d8:7c:af|-71dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~15.3m|178200293482|false|[ESS]
2022/09/04-20:10:56|iTaiwan|00:be:75:dd:75:00|-67dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~21.7m|178200293939|false|[ESS]
2022/09/04-20:10:56|NTUHW|00:be:75:dd:75:01|-67dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~21.7m|178200293949|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|WARD-N|00:be:75:dd:75:02|-66dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~19.3m|178200293958|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|wifiphone|00:be:75:dd:75:03|-67dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~21.7m|178200293464|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|Meeting-Room2|00:be:75:dd:75:04|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178200293973|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|ntu|00:be:75:dd:75:04|-67dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~21.7m|178200293730|false|[ESS]
2022/09/04-20:10:56|BP|00:be:75:dd:75:07|-67dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~21.7m|178200293748|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|IOT|00:be:75:dd:75:07|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178285893072|false|[ESS]
2022/09/04-20:10:56|BP|00:be:75:dd:75:08|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178200293531|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|IOT|00:be:75:dd:75:08|-67dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~21.7m|178200293755|false|[ESS]
2022/09/04-20:10:56|iPortal|00:be:75:dd:75:09|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178285892690|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|Crop|00:be:75:dd:75:0a|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178285892684|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|NTUH-APP|00:be:75:dd:75:0a|-67dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~21.7m|178200293763|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|ntu|00:be:75:dd:75:0b|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178200293516|false|[ESS]
2022/09/04-20:10:56|wifiphone|00:be:75:dd:75:0c|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178285892672|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-20:10:56|WARD-N|00:be:75:dd:75:0d|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178285892668|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|NTUHW|00:be:75:dd:75:0e|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178200293499|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-20:10:56|iTaiwan|00:be:75:dd:75:0f|-58dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~3.4m|178285892656|false|[ESS]
