Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-19:58:56|Meeting-Room2|00:be:75:09:d7:a4|-83dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~60.4m|177549641908|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:58:56|IOT|00:be:75:09:d7:a7|-83dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~60.4m|177549641903|false|[ESS]
2022/09/04-19:58:56|BP|00:be:75:09:d7:a8|-84dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~67.7m|177549641898|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|iPortal|00:be:75:09:d7:a9|-83dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~60.4m|177549641893|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|Crop|00:be:75:09:d7:aa|-83dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~60.4m|177549641888|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|ntu|00:be:75:09:d7:ab|-84dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~67.7m|177549641880|false|[ESS]
2022/09/04-19:58:56|wifiphone|00:be:75:09:d7:ac|-83dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~60.4m|177549641875|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:58:56|WARD-N|00:be:75:09:d7:ad|-83dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~60.4m|177549641869|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|NTUHW|00:be:75:09:d7:ae|-83dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~60.4m|177549641864|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|iTaiwan|00:be:75:09:d7:af|-82dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~53.8m|177549641856|false|[ESS]
2022/09/04-19:58:56|Meeting-Room2|00:be:75:d8:7c:a4|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549642039|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:58:56|iPortal|00:be:75:d8:7c:a6|-82dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~124.5m|177549642222|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|BP|00:be:75:d8:7c:a7|-82dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~124.5m|177549642229|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|IOT|00:be:75:d8:7c:a7|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549642034|false|[ESS]
2022/09/04-19:58:56|BP|00:be:75:d8:7c:a8|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549642031|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|IOT|00:be:75:d8:7c:a8|-82dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~124.5m|177549642237|false|[ESS]
2022/09/04-19:58:56|iPortal|00:be:75:d8:7c:a9|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549641994|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|Crop|00:be:75:d8:7c:aa|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549642027|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|NTUH-APP|00:be:75:d8:7c:aa|-82dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~124.5m|177549642274|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|ntu|00:be:75:d8:7c:ab|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549642022|false|[ESS]
2022/09/04-19:58:56|wifiphone|00:be:75:d8:7c:ac|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549642017|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:58:56|WARD-N|00:be:75:d8:7c:ad|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549642012|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|NTUHW|00:be:75:d8:7c:ae|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549642007|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|iTaiwan|00:be:75:d8:7c:af|-78dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~34.3m|177549642002|false|[ESS]
2022/09/04-19:58:56|wifiphone|00:be:75:dd:75:03|-70dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~30.6m|177549641770|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:58:56|Meeting-Room2|00:be:75:dd:75:04|-63dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~6.0m|177549642060|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:58:56|iPortal|00:be:75:dd:75:06|-70dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~30.6m|177549642304|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|BP|00:be:75:dd:75:07|-70dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~30.6m|177549642309|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|IOT|00:be:75:dd:75:07|-64dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~6.8m|177549642130|false|[ESS]
2022/09/04-19:58:56|BP|00:be:75:dd:75:08|-63dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~6.0m|177549642126|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|IOT|00:be:75:dd:75:08|-70dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~30.6m|177549642312|false|[ESS]
2022/09/04-19:58:56|iPortal|00:be:75:dd:75:09|-63dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~6.0m|177549642121|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|Crop|00:be:75:dd:75:0a|-63dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~6.0m|177549642044|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|NTUH-APP|00:be:75:dd:75:0a|-70dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~30.6m|177549642322|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|Meeting-Room2|00:be:75:dd:75:0b|-70dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~30.6m|177549641985|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:58:56|ntu|00:be:75:dd:75:0b|-63dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~6.0m|177549642116|false|[ESS]
2022/09/04-19:58:56|wifiphone|00:be:75:dd:75:0c|-64dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~6.8m|177549642111|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:58:56|WARD-N|00:be:75:dd:75:0d|-64dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~6.8m|177549642105|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:58:56|NTUHW|00:be:75:dd:75:0e|-64dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~6.8m|177549642055|false|[WPA2-PSK-CCMP][ESS]
