Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-18:21:49|wifiphone|00:be:75:d0:d4:a3|-81dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~109.8m|171732314244|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:21:49|Meeting-Room2|00:be:75:d0:d4:a4|-74dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~21.7m|171732314488|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:21:49|BP|00:be:75:d0:d4:a7|-82dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~123.2m|171732314250|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|IOT|00:be:75:d0:d4:a7|-74dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~21.7m|171732314540|false|[ESS]
2022/09/04-18:21:49|BP|00:be:75:d0:d4:a8|-73dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~19.4m|171732314535|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|IOT|00:be:75:d0:d4:a8|-82dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~123.2m|171732314254|false|[ESS]
2022/09/04-18:21:49|iPortal|00:be:75:d0:d4:a9|-74dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~21.7m|171732314530|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|Crop|00:be:75:d0:d4:aa|-74dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~21.7m|171732314525|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|NTUH-APP|00:be:75:d0:d4:aa|-82dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~123.2m|171732314260|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|Meeting-Room2|00:be:75:d0:d4:ab|-83dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~138.2m|171732314355|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:21:49|ntu|00:be:75:d0:d4:ab|-74dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~21.7m|171732314510|false|[ESS]
2022/09/04-18:21:49|wifiphone|00:be:75:d0:d4:ac|-74dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~21.7m|171732314500|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:21:49|WARD-N|00:be:75:d0:d4:ad|-74dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~21.7m|171732314494|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|NTUHW|00:be:75:d0:d4:ae|-74dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~21.7m|171732314455|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|iTaiwan|00:be:75:d0:d4:af|-74dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~21.7m|171732314436|false|[ESS]
2022/09/04-18:21:49|iTaiwan|00:be:75:d5:25:80|-87dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~216.9m|171732314392|false|[ESS]
2022/09/04-18:21:49|NTUHW|00:be:75:d5:25:81|-87dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~216.9m|171732314405|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|ntu|00:be:75:d5:2c:2b|-81dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~47.1m|171732314787|false|[ESS]
2022/09/04-18:21:49|wifiphone|00:be:75:d5:2c:2c|-80dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~42.0m|171732314780|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:21:49|iTaiwan|00:be:75:d8:79:c0|-72dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~38.6m|171732314396|false|[ESS]
2022/09/04-18:21:49|NTUHW|00:be:75:d8:79:c1|-73dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~43.3m|171732314281|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|WARD-N|00:be:75:d8:79:c2|-73dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~43.3m|171732314414|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:21:49|wifiphone|00:be:75:d8:79:c3|-72dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~38.6m|171732314276|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:21:49|Meeting-Room2|00:be:75:d8:79:c4|-65dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~7.7m|171732314602|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:21:49|BP|00:be:75:d8:79:c7|-72dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~38.6m|171732314270|false|[WPA2-PSK-CCMP][ESS]
