Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-19:03:09|Meeting-Room2|00:be:75:d0:d4:a4|-84dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~68.7m|174141897941|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:03:09|IOT|00:be:75:d0:d4:a7|-84dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~68.7m|174141897935|false|[ESS]
2022/09/04-19:03:09|BP|00:be:75:d0:d4:a8|-85dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~77.1m|174141897930|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|iPortal|00:be:75:d0:d4:a9|-85dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~77.1m|174141897924|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|Crop|00:be:75:d0:d4:aa|-85dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~77.1m|174141897658|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|wifiphone|00:be:75:d0:d4:ac|-86dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~86.5m|174212608585|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:03:09|Crop|00:be:75:d5:1c:ca|-87dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~95.7m|174212609595|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|NTUHW|00:be:75:d5:1c:ce|-86dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~85.3m|174212609576|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|Meeting-Room2|00:be:75:d5:33:a4|-88dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~105.5m|174202323018|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:03:09|IOT|00:be:75:d5:33:a7|-89dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~118.3m|174212609689|false|[ESS]
2022/09/04-19:03:09|BP|00:be:75:d5:33:a8|-89dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~118.3m|174212609669|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|iPortal|00:be:75:d5:33:a9|-89dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~118.3m|174212609649|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|Crop|00:be:75:d5:33:aa|-88dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~105.5m|174202322481|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|WARD-N|00:be:75:d5:33:ad|-89dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~118.3m|174212609631|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|NTUHW|00:be:75:d5:33:ae|-89dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~118.3m|174212609612|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|Meeting-Room2|00:be:75:d8:74:84|-81dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~48.7m|174202322453|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:03:09|IOT|00:be:75:d8:74:87|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|174202322973|false|[ESS]
2022/09/04-19:03:09|BP|00:be:75:d8:74:88|-81dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~48.7m|174202322439|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|iPortal|00:be:75:d8:74:89|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|174202322430|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|Crop|00:be:75:d8:74:8a|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|174202322421|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:03:09|ntu|00:be:75:d8:74:8b|-83dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~61.3m|174212608355|false|[ESS]
