Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-18:50:20|iTaiwan|00:be:75:d0:d4:a0|-81dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~109.8m|173417457083|false|[ESS]
2022/09/04-18:50:20|NTUHW|00:be:75:d0:d4:a1|-81dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~109.8m|173417457087|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|WARD-N|00:be:75:d0:d4:a2|-81dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~109.8m|173417457099|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|wifiphone|00:be:75:d0:d4:a3|-81dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~109.8m|173417457065|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:50:20|Meeting-Room2|00:be:75:d0:d4:a4|-87dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~97.1m|173417457527|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:50:20|ntu|00:be:75:d0:d4:a4|-81dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~109.8m|173417457114|false|[ESS]
2022/09/04-18:50:20|Crop|00:be:75:d0:d4:a5|-81dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~109.8m|173417457123|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|BP|00:be:75:d0:d4:a7|-81dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~109.8m|173417457069|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|IOT|00:be:75:d0:d4:a8|-82dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~123.2m|173417457074|false|[ESS]
2022/09/04-18:50:20|NTUH-APP|00:be:75:d0:d4:aa|-81dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~109.8m|173417457078|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|WARD-N|00:be:75:d8:74:8d|-89dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~122.2m|173417457518|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|NTUHW|00:be:75:d8:79:c1|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173417457128|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|WARD-N|00:be:75:d8:79:c2|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173417457177|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|wifiphone|00:be:75:d8:79:c3|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173417457154|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:50:20|ntu|00:be:75:d8:79:c4|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173417457208|false|[ESS]
2022/09/04-18:50:20|Crop|00:be:75:d8:79:c5|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173417457229|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|iPortal|00:be:75:d8:79:c6|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173417457250|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:50:20|BP|00:be:75:d8:79:c7|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173417457273|false|[WPA2-PSK-CCMP][ESS]
