Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-18:24:28|wlnec|00:24:a5:c9:b2:62|-73dBm|11|2462MHz|9|2452MHz|40MHz (2432 - 2472)|~43.3m|171861247725|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:24:28|wifiphone|00:be:75:d0:d4:a3|-80dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~97.9m|171895409737|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:24:28|Meeting-Room2|00:be:75:d0:d4:a4|-73dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~19.4m|171861248745|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:24:28|BP|00:be:75:d0:d4:a7|-80dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~97.9m|171895409737|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:24:28|IOT|00:be:75:d0:d4:a7|-73dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~19.4m|171861248979|false|[ESS]
2022/09/04-18:24:28|BP|00:be:75:d0:d4:a8|-73dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~19.4m|171861248945|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:24:28|IOT|00:be:75:d0:d4:a8|-80dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~97.9m|171895409737|false|[ESS]
2022/09/04-18:24:28|iPortal|00:be:75:d0:d4:a9|-73dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~19.4m|171861248910|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:24:28|Crop|00:be:75:d0:d4:aa|-73dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~19.4m|171861248767|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:24:28|NTUH-APP|00:be:75:d0:d4:aa|-80dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~97.9m|171895409737|false|[WPA2-PSK-CCMP][ESS]
