Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-18:49:13|wlnec|00:24:a5:c9:b2:62|-92dBm|11|2462MHz|9|2452MHz|40MHz (2432 - 2472)|~385.7m|173370427168|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|Meeting-Room2|00:be:75:d0:d4:a4|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|173370426821|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|IOT|00:be:75:d0:d4:a7|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|173370426845|false|[ESS]
2022/09/04-18:49:13|BP|00:be:75:d0:d4:a8|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|173370426839|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|iPortal|00:be:75:d0:d4:a9|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|173370426833|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|Crop|00:be:75:d0:d4:aa|-81dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~48.7m|173370426828|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|ntu|00:be:75:d0:d4:ab|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|173370427197|false|[ESS]
2022/09/04-18:49:13|wifiphone|00:be:75:d0:d4:ac|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|173370427192|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|WARD-N|00:be:75:d0:d4:ad|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|173370427187|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|NTUHW|00:be:75:d0:d4:ae|-81dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~48.7m|173370427201|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|iTaiwan|00:be:75:d0:d4:af|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|173370426849|false|[ESS]
2022/09/04-18:49:13|iTaiwan|00:be:75:d8:79:c0|-73dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~43.3m|173370427173|false|[ESS]
2022/09/04-18:49:13|NTUHW|00:be:75:d8:79:c1|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173370427178|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|WARD-N|00:be:75:d8:79:c2|-73dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~43.3m|173370427182|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|wifiphone|00:be:75:d8:79:c3|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173370426984|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|Meeting-Room2|00:be:75:d8:79:c4|-72dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~17.1m|173370427244|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|BP|00:be:75:d8:79:c7|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173370426737|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|IOT|00:be:75:d8:79:c7|-72dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~17.1m|173370427239|false|[ESS]
2022/09/04-18:49:13|BP|00:be:75:d8:79:c8|-73dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~19.2m|173370427234|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|IOT|00:be:75:d8:79:c8|-72dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~38.6m|173370426758|false|[ESS]
2022/09/04-18:49:13|iPortal|00:be:75:d8:79:c9|-73dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~19.2m|173370427228|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|Crop|00:be:75:d8:79:ca|-72dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~17.1m|173370427223|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|NTUH-APP|00:be:75:d8:79:ca|-74dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~48.6m|173370426776|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|ntu|00:be:75:d8:79:cb|-73dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~19.2m|173370427217|false|[ESS]
2022/09/04-18:49:13|wifiphone|00:be:75:d8:79:cc|-73dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~19.2m|173370427212|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|WARD-N|00:be:75:d8:79:cd|-72dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~17.1m|173370426897|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|NTUHW|00:be:75:d8:79:ce|-73dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~19.2m|173370426890|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|iTaiwan|00:be:75:d8:79:cf|-73dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~19.2m|173370426884|false|[ESS]
2022/09/04-18:49:13|Meeting-Room2|00:be:75:d8:7c:a4|-80dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~43.2m|173370427082|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|IOT|00:be:75:d8:7c:a7|-79dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~38.5m|173370427077|false|[ESS]
2022/09/04-18:49:13|BP|00:be:75:d8:7c:a8|-79dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~38.5m|173370427070|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|iPortal|00:be:75:d8:7c:a9|-80dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~43.2m|173370427065|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|Crop|00:be:75:d8:7c:aa|-79dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~38.5m|173370427059|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|ntu|00:be:75:d8:7c:ab|-79dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~38.5m|173370426879|false|[ESS]
2022/09/04-18:49:13|wifiphone|00:be:75:d8:7c:ac|-79dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~38.5m|173370426874|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|WARD-N|00:be:75:d8:7c:ad|-80dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~43.2m|173370426868|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|NTUHW|00:be:75:d8:7c:ae|-79dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~38.5m|173370426862|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|iTaiwan|00:be:75:d8:7c:af|-79dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~38.5m|173370426855|false|[ESS]
2022/09/04-18:49:13|wifiphone|00:be:75:db:a5:63|-63dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~13.7m|173370426750|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|Meeting-Room2|00:be:75:db:a5:64|-68dBm|36|5180MHz|38|5190MHz|40MHz (5170 - 5210)|~11.6m|173370427035|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|BP|00:be:75:db:a5:67|-63dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~13.7m|173370426780|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|IOT|00:be:75:db:a5:67|-68dBm|36|5180MHz|38|5190MHz|40MHz (5170 - 5210)|~11.6m|173370427031|false|[ESS]
2022/09/04-18:49:13|BP|00:be:75:db:a5:68|-68dBm|36|5180MHz|38|5190MHz|40MHz (5170 - 5210)|~11.6m|173370427027|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|IOT|00:be:75:db:a5:68|-63dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~13.7m|173370426789|false|[ESS]
2022/09/04-18:49:13|iPortal|00:be:75:db:a5:69|-68dBm|36|5180MHz|38|5190MHz|40MHz (5170 - 5210)|~11.6m|173370427022|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|Crop|00:be:75:db:a5:6a|-68dBm|36|5180MHz|38|5190MHz|40MHz (5170 - 5210)|~11.6m|173370427018|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|NTUH-APP|00:be:75:db:a5:6a|-63dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~13.7m|173370427151|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-18:49:13|Meeting-Room2|00:be:75:db:a5:6b|-63dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~13.7m|173370427155|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:49:13|ntu|00:be:75:db:a5:6b|-68dBm|36|5180MHz|38|5190MHz|40MHz (5170 - 5210)|~11.6m|173370427013|false|[ESS]
2022/09/04-18:49:13|wifiphone|00:be:75:db:a5:6c|-67dBm|36|5180MHz|38|5190MHz|40MHz (5170 - 5210)|~10.3m|173370427009|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
