Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-19:32:42|Meeting-Room2|00:be:75:d0:d4:a4|-88dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~108.9m|175986375407|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|Crop|00:be:75:d0:d4:aa|-87dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~97.1m|175986375376|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|ntu|00:be:75:d0:d4:ab|-87dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~97.1m|175986375369|false|[ESS]
2022/09/04-19:32:42|Crop|00:be:75:d5:1c:c5|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|175986375560|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|iPortal|00:be:75:d5:1c:c6|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|175986375759|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|BP|00:be:75:d5:1c:c7|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|175986375764|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|IOT|00:be:75:d5:1c:c8|-81dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~110.9m|175986375781|false|[ESS]
2022/09/04-19:32:42|iPortal|00:be:75:d5:1c:c9|-71dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~15.2m|175986375468|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|Crop|00:be:75:d5:1c:ca|-71dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~15.2m|175986375462|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|NTUH-APP|00:be:75:d5:1c:ca|-81dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~110.9m|175986375750|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|Meeting-Room2|00:be:75:d5:1c:cb|-81dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~110.9m|175986375803|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|ntu|00:be:75:d5:1c:cb|-71dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~15.2m|175986375432|false|[ESS]
2022/09/04-19:32:42|wifiphone|00:be:75:d5:1c:cc|-71dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~15.2m|175986375457|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|WARD-N|00:be:75:d5:1c:cd|-71dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~15.2m|175986375357|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|NTUHW|00:be:75:d5:1c:ce|-71dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~15.2m|175986375384|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|iTaiwan|00:be:75:d5:1c:cf|-71dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~15.2m|175986375397|false|[ESS]
2022/09/04-19:32:42|WARD-N|00:be:75:d5:33:a2|-78dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~77.7m|175986375808|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|wifiphone|00:be:75:d5:33:a3|-77dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~69.3m|175986375325|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|Crop|00:be:75:d5:33:a5|-78dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~77.7m|175986375813|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|iPortal|00:be:75:d5:33:a6|-78dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~77.7m|175986375818|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|BP|00:be:75:d5:33:a7|-78dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~77.7m|175986375823|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|IOT|00:be:75:d5:33:a8|-78dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~77.7m|175986375828|false|[ESS]
2022/09/04-19:32:42|NTUH-APP|00:be:75:d5:33:aa|-78dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~77.7m|175986375835|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|Meeting-Room2|00:be:75:d5:33:ab|-78dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~77.7m|175986375841|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|NTUHW|00:be:75:d5:33:ae|-74dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~21.0m|175986375345|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|iTaiwan|00:be:75:d5:33:af|-73dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~18.8m|175986375315|false|[ESS]
2022/09/04-19:32:42|NTUHW|00:be:75:d8:74:81|-84dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~156.7m|175986375768|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|iPortal|00:be:75:d8:74:89|-82dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~54.6m|175986375426|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|Meeting-Room2|00:be:75:d8:79:c4|-85dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~76.6m|175986375868|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|ntu|00:be:75:d8:79:cb|-86dBm|108|5540MHz|110|5550MHz|40MHz (5530 - 5570)|~85.9m|175986375861|false|[ESS]
2022/09/04-19:32:42|iTaiwan|00:be:75:d8:7c:a0|-73dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~44.2m|175986375785|false|[ESS]
2022/09/04-19:32:42|NTUHW|00:be:75:d8:7c:a1|-73dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~44.2m|175986375799|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|Meeting-Room2|00:be:75:d8:7c:a4|-70dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~13.7m|175986375713|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|BP|00:be:75:d8:7c:a7|-73dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~44.2m|175986375642|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|IOT|00:be:75:d8:7c:a7|-70dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~13.7m|175986375708|false|[ESS]
2022/09/04-19:32:42|BP|00:be:75:d8:7c:a8|-70dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~13.7m|175986375703|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|iPortal|00:be:75:d8:7c:a9|-70dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~13.7m|175986375697|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|Crop|00:be:75:d8:7c:aa|-70dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~13.7m|175986375692|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|NTUH-APP|00:be:75:d8:7c:aa|-73dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~44.2m|175986375744|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|ntu|00:be:75:d8:7c:ab|-70dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~13.7m|175986375686|false|[ESS]
2022/09/04-19:32:42|wifiphone|00:be:75:d8:7c:ac|-69dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~12.2m|175986375681|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|WARD-N|00:be:75:d8:7c:ad|-69dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~12.2m|175986375337|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|NTUHW|00:be:75:d8:7c:ae|-69dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~12.2m|175986375331|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:32:42|iTaiwan|00:be:75:d8:7c:af|-69dBm|104|5520MHz|102|5510MHz|40MHz (5490 - 5530)|~12.2m|175986375299|false|[ESS]
2022/09/04-19:32:42|IOT|00:be:75:db:a5:68|-78dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~77.0m|175986375663|false|[ESS]
2022/09/04-19:32:42|Meeting-Room2|00:be:75:db:a5:6b|-78dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~77.0m|175986375672|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|Meeting-Room2|00:be:75:dd:74:04|-90dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~131.3m|175986375508|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:32:42|NTUHW|00:be:75:dd:75:0e|-84dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~67.7m|175986375437|false|[WPA2-PSK-CCMP][ESS]
