Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-19:55:48|iTaiwan|00:be:75:c9:6e:6f|-85dBm|100|5500MHz|102|5510MHz|40MHz (5490 - 5530)|~77.1m|177301172868|false|[ESS]
2022/09/04-19:55:48|iTaiwan|00:be:75:d0:d8:00|-75dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~55.6m|177253802166|false|[ESS]
2022/09/04-19:55:48|NTUHW|00:be:75:d0:d8:01|-74dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~49.6m|177253802170|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|WARD-N|00:be:75:d0:d8:02|-75dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~55.6m|177253802631|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|wifiphone|00:be:75:d0:d8:03|-68dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~24.8m|177349078565|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|Meeting-Room2|00:be:75:d0:d8:04|-72dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~17.1m|177301172557|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|ntu|00:be:75:d0:d8:04|-69dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~27.9m|177301172492|false|[ESS]
2022/09/04-19:55:48|Crop|00:be:75:d0:d8:05|-69dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~27.9m|177301172760|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|iPortal|00:be:75:d0:d8:06|-67dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~22.1m|177349078579|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|BP|00:be:75:d0:d8:07|-68dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~24.8m|177349078817|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|IOT|00:be:75:d0:d8:07|-71dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~15.2m|177301172596|false|[ESS]
2022/09/04-19:55:48|BP|00:be:75:d0:d8:08|-71dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~15.2m|177301172591|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|IOT|00:be:75:d0:d8:08|-68dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~24.8m|177349078826|false|[ESS]
2022/09/04-19:55:48|iPortal|00:be:75:d0:d8:09|-71dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~15.2m|177301172585|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|Crop|00:be:75:d0:d8:0a|-72dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~17.1m|177301172574|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|NTUH-APP|00:be:75:d0:d8:0a|-68dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~24.8m|177349078829|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|Meeting-Room2|00:be:75:d0:d8:0b|-67dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~22.1m|177349078590|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|ntu|00:be:75:d0:d8:0b|-71dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~15.2m|177253802318|false|[ESS]
2022/09/04-19:55:48|wifiphone|00:be:75:d0:d8:0c|-71dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~15.2m|177253802313|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|WARD-N|00:be:75:d0:d8:0d|-72dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~17.1m|177253802332|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|NTUHW|00:be:75:d0:d8:0e|-72dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~17.1m|177253802308|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|iTaiwan|00:be:75:d0:d8:0f|-71dBm|112|5560MHz|110|5550MHz|40MHz (5530 - 5570)|~15.2m|177301172540|false|[ESS]
2022/09/04-19:55:48|Meeting-Room2|00:be:75:d5:1c:c4|-80dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~42.7m|177301172917|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|IOT|00:be:75:d5:1c:c7|-80dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~42.7m|177301172912|false|[ESS]
2022/09/04-19:55:48|BP|00:be:75:d5:1c:c8|-81dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~48.0m|177301172906|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|iPortal|00:be:75:d5:1c:c9|-89dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~120.5m|177253802378|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|Crop|00:be:75:d5:1c:ca|-89dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~120.5m|177253802371|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|ntu|00:be:75:d5:1c:cb|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|177253802681|false|[ESS]
2022/09/04-19:55:48|wifiphone|00:be:75:d5:1c:cc|-89dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~120.5m|177253802366|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|WARD-N|00:be:75:d5:1c:cd|-89dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~120.5m|177253802360|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|NTUHW|00:be:75:d5:1c:ce|-88dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~107.4m|177253802676|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|iTaiwan|00:be:75:d5:1c:cf|-81dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~48.0m|177301172923|false|[ESS]
2022/09/04-19:55:48|iTaiwan|00:be:75:d5:24:40|-70dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~30.9m|177301172810|false|[ESS]
2022/09/04-19:55:48|NTUHW|00:be:75:d5:24:41|-70dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~30.9m|177301172816|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|WARD-N|00:be:75:d5:24:42|-69dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~27.6m|177349078732|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|wifiphone|00:be:75:d5:24:43|-69dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~27.6m|177301172820|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|Meeting-Room2|00:be:75:d5:24:44|-63dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~5.9m|177301172741|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|ntu|00:be:75:d5:24:44|-68dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~24.6m|177301172497|false|[ESS]
2022/09/04-19:55:48|Crop|00:be:75:d5:24:45|-67dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~21.9m|177301172501|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|iPortal|00:be:75:d5:24:46|-67dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~21.9m|177301172510|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|BP|00:be:75:d5:24:47|-69dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~27.6m|177301172825|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|IOT|00:be:75:d5:24:47|-63dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~5.9m|177301172705|false|[ESS]
2022/09/04-19:55:48|BP|00:be:75:d5:24:48|-63dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~5.9m|177301172695|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|IOT|00:be:75:d5:24:48|-69dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~27.6m|177301172829|false|[ESS]
2022/09/04-19:55:48|iPortal|00:be:75:d5:24:49|-63dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~5.9m|177301172663|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|Crop|00:be:75:d5:24:4a|-62dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~5.2m|177301172658|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|NTUH-APP|00:be:75:d5:24:4a|-68dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~24.6m|177301172834|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|Meeting-Room2|00:be:75:d5:24:4b|-71dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~34.7m|177349078851|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|ntu|00:be:75:d5:24:4b|-63dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~5.9m|177301172652|false|[ESS]
2022/09/04-19:55:48|wifiphone|00:be:75:d5:24:4c|-62dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~5.2m|177301172645|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:55:48|WARD-N|00:be:75:d5:24:4d|-63dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~5.9m|177301172639|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|NTUHW|00:be:75:d5:24:4e|-62dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~5.2m|177301172628|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:55:48|iTaiwan|00:be:75:d5:24:4f|-64dBm|149|5745MHz|151|5755MHz|40MHz (5735 - 5775)|~6.6m|177253802108|false|[ESS]
2022/09/04-19:55:48|iTaiwan|00:be:75:d5:33:a0|-86dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~195.3m|177253802221|false|[ESS]
