Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-19:29:47|iTaiwan|00:be:75:d5:1c:c0|-82dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~124.5m|175817712390|false|[ESS]
2022/09/04-19:29:47|NTUHW|00:be:75:d5:1c:c1|-79dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~88.1m|175817712394|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|WARD-N|00:be:75:d5:1c:c2|-82dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~124.5m|175817712398|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|Meeting-Room2|00:be:75:d5:1c:c4|-79dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~38.1m|175813121277|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:29:47|IOT|00:be:75:d5:1c:c7|-79dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~38.1m|175813121271|false|[ESS]
2022/09/04-19:29:47|BP|00:be:75:d5:1c:c8|-79dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~38.1m|175813121592|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|IOT|00:be:75:d5:1c:c8|-81dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~110.9m|175813121513|false|[ESS]
2022/09/04-19:29:47|iPortal|00:be:75:d5:1c:c9|-79dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~38.1m|175813121450|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|Crop|00:be:75:d5:1c:ca|-79dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~38.1m|175813121440|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|NTUH-APP|00:be:75:d5:1c:ca|-81dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~110.9m|175813121516|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|Meeting-Room2|00:be:75:d5:1c:cb|-82dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~124.5m|175813121254|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:29:47|ntu|00:be:75:d5:1c:cb|-79dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~38.1m|175813121435|false|[ESS]
2022/09/04-19:29:47|wifiphone|00:be:75:d5:1c:cc|-79dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~38.1m|175813121430|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:29:47|WARD-N|00:be:75:d5:1c:cd|-79dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~38.1m|175813121214|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|wifiphone|00:be:75:d5:33:a3|-79dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~87.2m|175817712035|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:29:47|Meeting-Room2|00:be:75:d5:33:a4|-79dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~37.4m|175817712452|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:29:47|iPortal|00:be:75:d5:33:a6|-79dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~87.2m|175817712309|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|BP|00:be:75:d5:33:a7|-79dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~87.2m|175817712313|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|IOT|00:be:75:d5:33:a7|-79dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~37.4m|175813121306|false|[ESS]
2022/09/04-19:29:47|BP|00:be:75:d5:33:a8|-79dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~37.4m|175813121483|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|IOT|00:be:75:d5:33:a8|-79dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~87.2m|175817712317|false|[ESS]
2022/09/04-19:29:47|iPortal|00:be:75:d5:33:a9|-79dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~37.4m|175817712435|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|Crop|00:be:75:d5:33:aa|-79dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~37.4m|175813121473|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|NTUH-APP|00:be:75:d5:33:aa|-79dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~87.2m|175817712321|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:29:47|ntu|00:be:75:d5:33:ab|-79dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~37.4m|175817712424|false|[ESS]
2022/09/04-19:29:47|wifiphone|00:be:75:d5:33:ac|-79dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~37.4m|175817712276|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:29:47|WARD-N|00:be:75:d5:33:ad|-79dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~37.4m|175813121455|false|[WPA2-PSK-CCMP][ESS]
