Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-19:27:00|wifiphone|00:be:75:d5:1c:c3|-79dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~88.1m|175622332673|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:27:00|Meeting-Room2|00:be:75:d5:1c:c4|-79dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~38.1m|175622333065|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:27:00|BP|00:be:75:d5:1c:c7|-79dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~88.1m|175622332472|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:27:00|IOT|00:be:75:d5:1c:c7|-78dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~34.0m|175622333053|false|[ESS]
2022/09/04-19:27:00|BP|00:be:75:d5:1c:c8|-78dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~34.0m|175622333029|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:27:00|NTUH-APP|00:be:75:d5:1c:ca|-79dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~88.1m|175622332025|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:27:00|WARD-N|00:be:75:d5:1c:cd|-78dBm|116|5580MHz|118|5590MHz|40MHz (5570 - 5610)|~34.0m|175622332385|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:27:00|Meeting-Room2|00:be:75:d5:33:a4|-76dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~26.5m|175622333181|false|[WPA2-PSK+FT/PSK-CCMP][ESS]
2022/09/04-19:27:00|BP|00:be:75:d5:33:a7|-82dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~123.2m|175622331773|false|[WPA2-PSK-CCMP][ESS]
2022/09/04-19:27:00|IOT|00:be:75:d5:33:a7|-77dBm|136|5680MHz|134|5670MHz|40MHz (5650 - 5690)|~29.7m|175622333165|false|[ESS]
