Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-18:25:01|DBG-925619-WWDKD|00:00:02:38:fe:cc|-84dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~153.5m|977364566488|false|[ESS]
2022/09/04-18:25:01|wlnec|00:24:a5:c9:b2:62|-78dBm|11|2462MHz|9|2452MHz|40MHz (2432 - 2472)|~77.0m|977364566571|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:25:01|NTUHW|00:be:75:09:dd:41|-87dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~221.4m|977364566327|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:25:01|WARD-N|00:be:75:09:dd:42|-87dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~221.4m|977364566339|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:25:01|wifiphone|00:be:75:09:dd:43|-87dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~221.4m|977364566355|false|[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:25:01|NTUHW|00:be:75:d0:d6:c1|-87dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~221.4m|977364566344|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:25:01|NTUHW|00:be:75:d0:d8:01|-87dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~221.4m|977364566263|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:25:01|iPortal|00:be:75:d0:d8:06|-86dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~197.3m|977364566287|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:25:01|NTUH-APP|00:be:75:d0:d8:0a|-86dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~197.3m|977364566308|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:25:01|Meeting-Room2|00:be:75:d0:d8:0b|-87dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~221.4m|977364566316|false|[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:25:01|wifiphone|00:be:75:d5:21:e3|-87dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~219.1m|977364566418|false|[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
2022/09/04-18:25:01|wifiphone|00:be:75:d5:24:43|-83dBm|6|2437MHz|6|2437MHz|20MHz (2427 - 2447)|~138.2m|977364566445|false|[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
