Time Stamp|SSID|BSSID|Strength|Primary Channel|Primary Frequency|Center Channel|Center Frequency|Width (Range)|Distance|Timestamp|802.11mc|Security
2022/09/04-18:20:47|DBG-925619-WWDKD|00:00:02:38:fe:cc|-87dBm|11|2462MHz|11|2462MHz|20MHz (2452 - 2472)|~216.9m|977093178095|false|[ESS]
2022/09/04-18:20:47|wlnec|00:24:a5:c9:b2:62|-73dBm|11|2462MHz|9|2452MHz|40MHz (2432 - 2472)|~43.3m|977093178099|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:20:47|iPortal|00:be:75:09:dd:46|-88dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~248.4m|977093177812|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:20:47|BP|00:be:75:09:dd:49|-88dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~248.4m|977093177849|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:20:47|TEST_NTUHW|00:be:75:09:dd:4b|-88dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~248.4m|977093177869|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:20:47|NTUH-APP|00:be:75:09:dd:4c|-88dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~248.4m|977093177881|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:20:47|*hidden*|00:be:75:09:dd:4f|-87dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~221.4m|977093177910|false|[ESS]
2022/09/04-18:20:47|iTaiwan|00:be:75:d0:d8:00|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|977093177857|false|[ESS]
2022/09/04-18:20:47|WARD-N|00:be:75:d0:d8:02|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|977093177877|false|[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS]
2022/09/04-18:20:47|wifiphone|00:be:75:d0:d8:03|-80dBm|1|2412MHz|1|2412MHz|20MHz (2402 - 2422)|~98.9m|977093177884|false|[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
